freq_ghz,S21_dB,S11_dB
3.690000,-2.209188,-3.993385
3.695000,-2.312267,-3.842421
3.700000,-2.416991,-3.697683
3.705000,-2.523260,-3.558939
3.710000,-2.630972,-3.425958
3.715000,-2.740027,-3.298515
3.720000,-2.850328,-3.176390
3.725000,-2.961779,-3.059368
3.730000,-3.074289,-2.947240
3.735000,-3.187765,-2.839802
3.740000,-3.302121,-2.736858
3.745000,-3.417271,-2.638219
3.750000,-3.533133,-2.543700
3.755000,-3.649627,-2.453124
3.760000,-3.766676,-2.366322
3.765000,-3.884206,-2.283129
3.770000,-4.002147,-2.203389
3.775000,-4.120430,-2.126949
3.780000,-4.238989,-2.053666
3.785000,-4.357763,-1.983400
3.790000,-4.476690,-1.916019
3.795000,-4.595714,-1.851395
3.800000,-4.714779,-1.789407
3.805000,-4.833834,-1.729937
3.810000,-4.952828,-1.672876
3.815000,-5.071714,-1.618116
3.820000,-5.190445,-1.565556
3.825000,-5.308979,-1.515100
3.830000,-5.427275,-1.466654
3.835000,-5.545292,-1.420131
3.840000,-5.662994,-1.375447
3.845000,-5.780343,-1.332520
3.850000,-5.897307,-1.291275
3.855000,-6.013852,-1.251639
3.860000,-6.129947,-1.213542
3.865000,-6.245562,-1.176917
3.870000,-6.360669,-1.141702
3.875000,-6.475239,-1.107836
3.880000,-6.589247,-1.075261
3.885000,-6.702666,-1.043924
3.890000,-6.815473,-1.013771
3.895000,-6.927643,-0.984754
3.900000,-7.039154,-0.956824
3.905000,-7.149983,-0.929937
3.910000,-7.260108,-0.904049
3.915000,-7.369509,-0.879120
3.920000,-7.478163,-0.855110
3.925000,-7.586051,-0.831983
3.930000,-7.693153,-0.809702
3.935000,-7.799448,-0.788234
3.940000,-7.904916,-0.767546
3.945000,-8.009538,-0.747609
3.950000,-8.113294,-0.728392
3.955000,-8.216162,-0.709868
3.960000,-8.318125,-0.692010
3.965000,-8.419160,-0.674793
3.970000,-8.519248,-0.658192
3.975000,-8.618367,-0.642186
3.980000,-8.716497,-0.626750
3.985000,-8.813615,-0.611866
3.990000,-8.909698,-0.597512
3.995000,-9.004725,-0.583670
4.000000,-9.098671,-0.570322
4.005000,-9.191512,-0.557450
4.010000,-9.283223,-0.545039
4.015000,-9.373780,-0.533072
4.020000,-9.463155,-0.521534
4.025000,-9.551321,-0.510412
4.030000,-9.638251,-0.499692
4.035000,-9.723916,-0.489360
4.040000,-9.808288,-0.479405
4.045000,-9.891336,-0.469815
4.050000,-9.973031,-0.460578
4.055000,-10.053343,-0.451684
4.060000,-10.132242,-0.443123
4.065000,-10.209698,-0.434884
4.070000,-10.285683,-0.426957
4.075000,-10.360170,-0.419334
4.080000,-10.433133,-0.412005
4.085000,-10.504552,-0.404962
4.090000,-10.574408,-0.398194
4.095000,-10.642691,-0.391693
4.100000,-10.709396,-0.385449
4.105000,-10.774531,-0.379452
4.110000,-10.838115,-0.373693
4.115000,-10.900185,-0.368158
4.120000,-10.960800,-0.362835
4.125000,-11.020047,-0.357710
4.130000,-11.078049,-0.352765
4.135000,-11.134976,-0.347981
4.140000,-11.191052,-0.343335
4.145000,-11.246580,-0.338797
4.150000,-11.301952,-0.334334
4.155000,-11.357682,-0.329904
4.160000,-11.414433,-0.325455
4.165000,-11.473056,-0.320925
4.170000,-11.534644,-0.316236
4.175000,-11.600593,-0.311293
4.180000,-11.672674,-0.305983
4.185000,-11.753133,-0.300167
4.190000,-11.844797,-0.293679
4.195000,-11.951208,-0.286330
4.200000,-12.076765,-0.277903
4.205000,-12.226877,-0.268164
4.210000,-12.408111,-0.256873
4.215000,-12.628302,-0.243811
4.220000,-12.896604,-0.228815
4.225000,-13.223433,-0.211819
4.230000,-13.620262,-0.192909
4.235000,-14.099264,-0.172364
4.240000,-14.672834,-0.150671
4.245000,-15.353092,-0.128507
4.250000,-16.151551,-0.106665
4.255000,-17.079185,-0.085954
4.260000,-18.147134,-0.067078
4.265000,-19.368269,-0.050548
4.270000,-20.759904,-0.036638
4.275000,-22.348199,-0.025390
4.280000,-24.175600,-0.016659
4.285000,-26.314827,-0.010178
4.290000,-28.899377,-0.005617
4.295000,-32.204233,-0.002630
4.300000,-36.932384,-0.000893
4.305000,-46.110804,-0.000117
4.310000,-49.389168,-0.000059
4.315000,-39.282198,-0.000520
4.320000,-35.121844,-0.001342
4.325000,-32.582717,-0.002402
4.330000,-30.813656,-0.003606
4.335000,-29.493966,-0.004885
4.340000,-28.467568,-0.006187
4.345000,-27.646657,-0.007475
4.350000,-26.976957,-0.008722
4.355000,-26.422605,-0.009910
4.360000,-25.958708,-0.011028
